id_Produto,Produto
304,"Fonte Corsair RM750, 750W, 80 Plus Gold, Full Modular, Bivolt Preto - CP-9020234-NA"
305,"Fonte Corsair RM750, 750W, 80 Plus Gold, Modular - CP-9020195"
306,"Fonte Corsair RM750X, 750W, 80 Plus Gold, Modular, Preto - CP-9020199-WW"
307,"Fonte Corsair RM750x, 750W, 80 Plus Gold, Modular - CP-9020179"
308,"Fonte Corsair RM850, 850W, 80 Plus Gold, Modular - CP-9020196"
309,"Fonte Corsair RM850, 850W, 80 Plus Gold, Modular, Preto - CP-9020235-NA"
310,"Fonte Corsair RM850x 850W, 80 Plus Gold, Modular - CP-9020180"
311,"Fonte Corsair RM850x, 850W, 80 Plus Gold, Full Modular, Bivolt, Preto - CP-9020200-NA"
312,"Fonte Corsair RM850x, 850W, 80 Plus Gold, Modular, Branco - CP-9020188-WW"
313,"Fonte Corsair RMX White Series, 750W, 80 Plus Gold, Modular, Branca - CP-9020187-WW"
314,"Fonte Corsair RMX, 650W, 80 Plus Gold, Modular - CP-9020178"
315,"Fonte Corsair RMx Series, 750W, 80 Plus Gold, Full Modular, Branca - CP-9020187-NA"
316,"Fonte Corsair RMx Series, RM550x, 550W, 80 Plus Gold, Full Modular - CP-9020197-NA"
317,"Fonte Corsair RMx Series, RM650x, 650W, 80 Plus Gold, Full Modular - CP-9020178-NA"
318,"Fonte Corsair RMx Series, RM850x, 850W, 80 Plus Gold, Full Modular - CP-9020200-WW"
319,"Fonte Corsair Rm1200x, 1200w, 80 Plus Gold, Modular, Preto - Cp-9020254-na"
320,"Fonte Corsair Rm850x - 850w, 80 Plus Gold, Modular, Preto - Cp-9020200-ww"
321,"Fonte Corsair SF450, 450W, 80 Plus Gold, Modular - CP-9020104-WW"
322,"Fonte Corsair SF600 600W, 80 Plus Platinum, Modular - CP-9020182-NA"
323,"Fonte Corsair SF600, 600W, 80 Plus Gold, Modular - CP-9020105-NA"
324,"Fonte Corsair SF750, 750W, 80 Plus Platinum, Modular - CP-9020186-NA"
325,"Fonte Corsair TX Series, 650W, 80 Plus Gold, Semi-Modular - CP-9020132-NA"
326,"Fonte Corsair TX550, 80 Plus Gold - CP-9020133-WW"
327,"Fonte Corsair TX550M, 550W, 80 Plus Gold, Semi Modular - CP-9020133"
328,"Fonte Corsair TX550M- 550W, 80 Plus Gold, Semi-Modular, Preto - CP-9020133-WW"
329,"Fonte Corsair TX650M, 650W, 80 Plus Gold, Semi Modular - CP-9020132"
330,"Fonte Corsair VS500, 500W, 80 Plus White - CP-9020223-BR"
331,"Fonte Corsair VS600, 600W, 80 Plus White - CP-9020224-BR"
332,"Fonte Corsair VS650, 650W, 80 Plus White - CP-9020172"
333,"Fonte Corsair, 450w, 80 Plus Bronze, ATX, Cv450, Preto Cp-9020209-br"
334,"Fonte Corsair, 550W, 80 Plus Gold, Modular RMX, 550X - CP-9020177-WW"
335,"Fonte Corsair, Cv750, 750w, 80 Plus Bronze - CP-9020237-BR"
336,"Fonte Cougar ATX, 400W, 80 Plus White - 31VC040008P01"
337,"Fonte Cougar Atlas, 650w, 80 Plus Bronze, Pfc Ativo, 31at065001p01"
338,"Fonte Cougar Atlas, 750W, 80 Plus Bronze, Pfc Ativo - 31at075003p01"
339,"Fonte Cougar BXM 700W, 80 Plus Bronze, Semi-Modular - 31BX070006P01"
340,"Fonte Cougar GEX, 850W, 80 Plus Gold, Modular, PFC Ativo - GEX850"
341,"Fonte Cougar Gex X2 850, 850W, 80 Plus Gold, Pfc Ativo, Ultra-Silenciosa, Full Modular, Preta - 31gt085004p01"
342,Fonte Cougar VTC500 500W 80 Plus White - 31VC050006P01
343,"Fonte Cowboy, 500W, Preta - KP-534"
344,"Fonte DEX ATX Gamer, 500W Real, Bivolt, Silenciosa, Para PC, 24 Pinos"
345,"Fonte DEX ATX, 550W, 80 Plus Bronze, PFC Ativo - Dx-550"
346,"Fonte Dazz Gamer ATX, 750W Real, 80 Plus Bronze, PFC Ativo"
347,"Fonte Dazz Rop ATX, 550W, 80 Plus Bronze, PFC Ativo"
348,"Fonte Dazz, 650W, 80 Plus Bronze, PFC Ativo, Bivolt, Com Cabo, Preto - 63000002"
349,"Fonte De Alimentacao C3tech 350wts Ps-350bk, Preto"
350,Fonte De Alimentacao Pixxo 200w ATX Sem Cabo - PE200GRCSC
351,"Fonte De Alimentação Bluecase 350w, Blu350e ATX V2 Box C/cabo"
352,Fonte De Alimentação C3tech Ps-201sfx 200w Para Gabinete Slim S/cabo
353,"Fonte De Alimentação Casemall 600W, Sem Cabo -  All-600-Tpw"
354,Fonte De Alimentação Creality 350w - 4004170024
355,"Fonte De Alimentação Fortrek Pws2003, 200W, ATX, 20+4P, Sem Cabo, Bivolt"
356,"Fonte De Alimentação Gigabyte Aorus Gp-ap1200pm, 1200 W, Platinum"
357,Fonte De Alimentação Hayom 230w Atx - 110/220v - Pw1623
358,"Fonte De Alimentação Hayom, ATX, 200W, Cabo De Força"
359,Fonte De Alimentação Para Pc Desktop 500w Bivolt Bluecase Blu500-e Atx V2
360,Fonte De Alimentação Para Servidor Storage Asustor 250w Flex 80 Plus As-250w
361,"Fonte Dmix ATX Gamer, 600W Real, Bivolt, Silenciosa, Para PC, 24 Pinos"
362,"Fonte Draxen ATX, 400W, 80 Plus White, PFC Ativo - DN400"
363,"Fonte Draxen ATX, 600W, 80 Plus Bronze, PFC Ativo - DN600"
364,"Fonte Draxen Gamer ATX, 700W, 80 Plus Bronze, PFC Ativo - DN700/BRONZE"
365,"Fonte Draxen, 500W, 80 Plus Bronze, PFC Ativo, Com Cabo - DN500/BRONZE"
366,"Fonte Duex ATX, 200W"
367,"Fonte Duex ATX, 500W Real, 20+4 IDE, SATA - DX500FSE"
368,"Fonte Duex ATX, 500W Real, 80 Plus Bronze, PFC Ativo, 20+4P - DX 500FSE"
369,"Fonte Duex DX 500FSE+, 500W, 80 Plus Bronze, PFC Ativo, 115V/230V, Preto - Duex fse +"
370,"Fonte Duex DX, 500W, 80 Plus Bronze Full Modular, Bivolt, Preto - DX 500FSE++"
371,"Fonte Duex DX500FSE, 500W, Bivolt Manual, Preto"
372,"Fonte Duex Dx 600wfse+ 600w, ATX, Bivolt Automático, 80 Plus Bronze, PFC Ativo, Preto"
373,"Fonte Duex, 230W, Bivolt, Prata - DX 230SE"
374,Fonte EVGA 400W 100-N1-0400-L
375,"Fonte EVGA 500 BQ, 500W, 80 Plus Bronze, Semi Modular - 110-BQ-0500-K"
376,"Fonte EVGA 500 GD, 500W, 80 Plus Gold - 100-GD-0500-V"
377,Fonte EVGA 500W 80 Plus White - 100-W1-0500-KR
378,"Fonte EVGA 500W, 80 Plus Bronze - 100-BR-0500-K"
379,"Fonte EVGA 600 GD, 600W, 80 Plus Gold - 100-GD-0600-V"
380,"Fonte EVGA 600W, 80 Plus Bronze - 100-BR-0600-K"
381,"Fonte EVGA 600W, 80 Plus Bronze, Semi Modular, PFC Ativo - 110-BQ-0600-K"
382,"Fonte EVGA 600W, 80 Plus White - 100-W1-0600-K"
383,"Fonte EVGA 650W, 80 Plus Bronze, Semi Modular - 110-BQ-0650-V"
384,"Fonte EVGA 700 BQ, 700W, 80 Plus Bronze, Semi Modular - 110-BQ-0700-V0"
385,"Fonte EVGA 700W, 80 Plus Bronze - 100-BR-0700-K"
386,"Fonte EVGA 700W, 80 Plus White - 100-W1-0700-K"
387,Fonte EVGA 750W 100-N1-0750-L
388,"Fonte EVGA 750W, 80 Plus Bronze, Semi Modular, PFC Ativo - 110-BQ-0750-V"
389,"Fonte EVGA 750W, 80 Plus Gold, Semi Modular - 210-GQ-0750-V"
390,"Fonte EVGA 850 B5, 850W, 80 Plus Bronze, Modular - 220-B5-0850-V"
391,"Fonte EVGA SuperNOVA 1300 G+, 1300W, 80 Plus Gold, Modular, Bivolt, Preto - 220-GP-1300-X"
392,"Fonte EVGA SuperNOVA 1600 G+, 1600W, 80 Plus Gold, Modular, Bivolt, Preto - 220-GP-1600-X"
393,"Fonte EVGA SuperNOVA 550 GA, 550W, 80 Plus Gold, Modular - 220-GA-0550-X"
394,"Fonte EVGA SuperNOVA 650 GA, 650W, 80 Plus Gold, Modular - 220-GA-0650-X"
395,"Fonte EVGA SuperNOVA 750 GA, 750W, 80 Plus Gold, Modular - 220-GA-0750-X"
396,Fonte Efm 1220
397,"Fonte Evus ATX, 200W, 12V, Sem Cabo, 24P, 2SATA, Com Caixa - PS-200"
398,"Fonte Evus ATX, 500W, RGB, Bronze - EVG500"
399,Fonte Evus Atx 500w Reais 20/24p 4 Sata Com Cabo Fe5wat
400,"Fonte Evus, 200W Real, 20/24P, 2 SATA, Com Cabo De Força E Caixa - FT-200W"
401,Fonte Fortrek ATX 200w RMS Sem Cabo 20+4p
402,"Fonte Fortrek ATX Black Hawk, 500W, 80 Plus Bronze, PFC Ativo"
403,"Fonte Fortrek Black Hawk ATX, 400W, 80 Plus, PFC Ativo"
404,"Fonte Fortrek PWS2003, 200W, Bivolt, Sem Cabo - 62849"
405,"Fonte GAMDIAS Kratos E1, 500W, 110/220V Chaveada, LED RGB, Sem Cabo - GD-Z500ZZZ"
406,"Fonte GAMDIAS Kratos M1, 750W, 80 Plus Bronze, PFC Ativo, RGB - M1-750B"
407,Fonte Gamemax 1050W 80 Plus Silver Semi Modular - GMX GM1050
408,"Fonte Gamemax 500W, 80 Plus Bronze - GMX GM500"
409,Fonte Gamemax 800W 80 Plus Bronze Semi-Modular - GM800 BK
410,"Fonte Gamemax ATX, 650W, 80 Plus Bronze, PFC Ativo - GP650"
411,"Fonte Gamemax ATX, 750W, 80 Plus Bronze, PFC Ativo, Preta - GP750"
412,"Fonte Gamemax GM500G, 500W, 80 Plus Gold, Semi-Modular - GM500G"
413,"Fonte Gamemax GP650, 650W, 80 Plus Bronze - GP650"
414,"Fonte Gamemax GP750, 750W, 80 Plus Bronze, PFC Ativo, Bivolt, com Cabo, Preto - GP750"
415,"Fonte Gamemax Gs600, 600w, 80plus White, Pfc Ativo, Preta"
416,"Fonte Gamemax, 1050W, 80 Plus Silver, Semi-Modular, PFC Ativo, Bivolt, Preto - GM1050"
417,"Fonte Gamemax, 400W, 80 Plus Bronze, Box - GP400A"
418,"Fonte Gamemax, 500W Real, 80 Plus Bronze, PFC Ativo, Bivolt Auto, OEM - GM500"
419,"Fonte Gamemax, 550W, 80 Plus Bronze - GM550"
420,"Fonte Gamemax, 550W, 80 Plus Bronze, PFC Ativo, 100-240V"
421,"Fonte Gamemax, 600W, 80 Plus White, PFC Ativo, Bivolt, Preto - GS600"
422,"Fonte Gamemax, 650W, 80 Plus Bronze - GM650"
423,"Fonte Gamemax, 650W, C/PFC, Com Cabo - GP650"
424,"Fonte Gamer Aerocool ATX KCAS, 700W, Sem Cabo, Preto - EN53381"
425,"Fonte Gamer Aerocool, 600w, Vx-600, Bivolt, Atx, Sem Cabo"
426,"Fonte Gamer Aerocool, 700w, Vx-700, Bivolt, Atx, Sem Cabo"
427,"Fonte Gamer Aerocool,ATX Kcas 1000gm Pfc Ativo, 80 Plus Gold"
428,"Fonte Gamer Dash, 350w, Preto - Vfg350wpv2"
429,"Fonte Gamer Deepcool Dq1000m-v3l Wo,80 Plus Gold, Full Modular, Preto, Sem Cabo De Força"
430,"Fonte Gamer Deepcool Dq750m-v3l Wo,80 Plus Gold, Full Modular, Preto, Sem Cabo De Força"
431,"Fonte Gamer Deepcool Dq850m-v3l Wo, 80 Plus Gold, Full Modular, Preto, Sem Cabo De Força"
432,"Fonte Gamer Fortrek ATX Crusader, 500W, Bivolt, Preto - 76955"
433,"Fonte Gamer Gamemax 400W, 80 Plus Bronze - GP400A"
434,"Fonte Gamer Ktrok Power Supply, 500W, 80 Plus Bronze, PFC Ativo, Bivolt Automático, Preto - KT-PS500W"
435,"Fonte Gamer Ktrok RGB, 500W Real, 80 Plus Bronze, PFC Ativo"
436,"Fonte Gamer Redragon 750, 750W, 80 Plus Gold, Full Modular, PFC Ativo, Bivolt, Preto - RGPS-750W"
437,"Fonte Gamer Redragon, 400W, 80 Plus White, PFC Ativo, Preto - GC-PS012"
438,"Fonte Gamer Rise Mode Atomic, 400W, Led Branco - RM-FE-02-AT"
439,"Fonte Gamer Rise Mode Atomic, 500W, Led Branco - RM-FE-03-AT"
440,"Fonte Gamer Rise Mode Atomic, 600W, Led Branco - RM-FE-04-AT"
441,"Fonte Gigabyte 650W, 80 Plus Bronze - GP-P650B/BR"
442,"Fonte Gigabyte Aorus 750W, 80 Plus Gold, Modular - GP-AP750GM"
443,"Fonte Gigabyte Aorus 850W, 80 Plus Gold, Modular - GP-AP850GM"
444,"Fonte Gigabyte GP-P450B, 450W, 80 Plus Bronze - 28200-P450B-1BRR"
445,"Fonte Gigabyte GP-P550B, 550W, 80 Plus Bronze - 0328000010l"
446,"Fonte Gigabyte GP-P550B, 550W, 80 Plus Bronze - 28200-P550B-1"
447,"Fonte Gigabyte GP-P550B, 550W, 80 Plus Bronze - 28200-P550B-1BRR"
448,"Fonte Gigabyte GP-P750GM, 750W, 80 Plus Gold,  Modular - GP-P750GM"
449,"Fonte Gigabyte Gp-ap1200gm 1200w, 80 Plus Platinum, Certificado Totalmente Modular, Fonte De Alimentação"
450,"Fonte Gigabyte P450B, 450W, 80 Plus, PFC Ativo, Bronze - GPP450BBR"
451,"Fonte Gigabyte P550B, 550W, 80 Plus Bronze - GPP550BBR"
452,"Fonte Gigabyte P650B, 650W, 80 Plus Bronze - GPP650BBR"
453,"Fonte Gigabyte UD1000GM PG5, 1000W, 80 PLUS Gold, Modular, PFC Ativo, Bivolt, Preto - GP-UD1000GM PG5"
454,"Fonte Gigabyte Ud 750w,  Modular, Eficiência 90%, 80 Plus, Gold - Gp-ud750gm"
455,"Fonte Gigabyte Ultra Durable UD750GM, 750W, 80 Plus Gold, Modular, PFC Ativo, Bivolt, Preto - GP-UD750GM"
456,"Fonte Gigabyte Ultra Durable UD850GM, 850W, 80 Plus Gold, Modular, PFC Ativo, Bivolt, Preto - GP-UD850GM"
457,"Fonte Gigabyte, 1000W, 80 Plus Gold, Modular, PFC Ativo, Bivolt - GP-P1000GM"
458,"Fonte Gigabyte, 850W, 80 Plus Gold, Full Modular, Bivolt, Preto - GP-P850GM"
459,"Fonte Gigabyte, ATX 650W, 80 Plus Bronze, Com Cabo Preto"
460,"Fonte Goldentec ATX, 250W Real - FG-ATX250"
461,"Fonte Hayom ATX, 200W, Bivolt, Sem Cabo, Cinza - PW1602"
462,"Fonte Hayom, 500w, 80 Plus, ATX, 110/220v - w-pw1605"
463,"Fonte Hayonik Chaveada, 12VDC, 1A - FCTP1201"
464,"Fonte Hayonik Chaveada, 12VDC, Para Teclado Yamaha - FTY/2A"
465,"Fonte Hayonik Chaveada, 24VDC, 0.5A, P4, DJ C- FCHP245I"
466,"Fonte Hayonik Chaveada, 9VDC, 1A, P4, C-, Preto - FTZM9I"
467,"Fonte Hayonik Chaveada, 9W, 9VDC, Para 4 Pedais, 1A, P4, C-, Preto - CFP950I"
468,Fonte Hoopson 230W - FNT230-H (FNT-230W+ )
469,"Fonte Hoopson 230w Real Bivolt, Com Cabo, Com Caixa - Ptx-230w"
470,Fonte Hoopson 500W - FNT-500W
471,"Fonte Hoopson ATX, 230W - FNT-230"
472,"Fonte Hoopson ATX, 230W, Bivolt, SATA IDE, Com Cabo De Força"
473,"Fonte Hoopson ATX, 450W, Bivolt, Silenciosa, Proteção - FNT-450W"
474,"Fonte Hoopson ATX, 550W, Bivolt, RGB, Cooler Silencioso"
475,"Fonte Hoopson ATX, 750W, 80 Plus Bronze, PFC Ativo, 140mm"
476,"Fonte Hoopson Gamer Real, 650W, PFC Negativo, 115V e 230V, LED - FNT-650W"
477,"Fonte Hoopson Real, 400W - FNT-400W-S"
478,"Fonte Hoopson Real, 500W, 115V e 230V - FNT-500W"
479,"Fonte Husky Gaming Snow, 400 W, 80 Plus White, Preto - HGMV000"
480,"Fonte Husky Gaming Snow, 650 W, 80 Plus White, Preto - HGMV004"
481,"Fonte Husky Gaming Snow, Preto, 450 W, 80 Plus White - HGMV001"
482,"Fonte Husky Gaming Snow, Preto, 500 W, 80 Plus White, Bivolt - HGMV002"
483,"Fonte Husky Gaming Snow, Preto, 550 W, 80 Plus White - HGMV003"
484,"Fonte K-Mex ATX Gamer, 500W, 80 Plus White - EU459"
485,"Fonte K-Mex ATX Real, 200W, Com Cabo - PX300CNG0001P0X"
486,"Fonte K-Mex ATX, 200W Real - PX300DNG"
487,"Fonte K-Mex ATX, 200W, 12V, Com Cabo"
488,"Fonte K-Mex ATX, 300W Real - PX-450RQG"
489,"Fonte K-Mex ATX, 300W Real, 12 V2.31, Cooler de 120 mm - PK300RPF"
490,"Fonte K-Mex ATX, 400W Real, Bivolt - PK 550"
491,"Fonte K-Mex Mini ITX, 200W, 24P - PD-200RNG"
492,"Fonte K-Mex Mini SFX, 230W, Para Gabinete CM-9287 - PN-230ROF"
493,"Fonte K-Mex Mini, 200W, Conector De Energia Em L - PB-200CNF"
494,"Fonte K-Mex PF-130, 130W, Automática, TFX - PF130KFF0010B0X"
495,"Fonte K-Mex PP-200RNG, 200W Real - PP200RNG0010B0X"
496,"Fonte K-Mex Pcwells, Bivolt Chaveada, Com Cabo - PK-550"
497,"Fonte K-Mex, 200W, Com Cabo - PX300CNG0001B2X"
498,"Fonte K-Mex, 230W Real, SFX - PP-250"
499,"Fonte Knup ATX Cowboy Gamer, 450W, Bivolt, Para PC - KP-533"
500,"Fonte Knup ATX Cowboy Gamer, 600W"
501,"Fonte Knup ATX, 200W, 12V, 24 Pinos - KP-517"
502,"Fonte Knup ATX, 350W Real, Bivolt - KP-526"
503,"Fonte Knup ATX, 350W, Para PC - KP-526"
504,"Fonte Knup ATX, 500W Real, 24P, Com Cabo, Bivolt - KP-522"
505,"Fonte Knup Gamer ATX, 500W Real, Box - KP 522"
506,"Fonte Ktrok, 600W, 80 Plus Bronze, PFC Ativo, 115V/230V"
507,"Fonte Lian Li Sp750 Sfx, Branca, Full-modular, 80plus Gold - 750w"
508,"Fonte MSI MAG A500DN, ATX, 500W, 80 PLUS, PFC Ativo, Entrada Bivolt, Preto - 306-7ZP6A22-809"
509,"Fonte MSI MAG A550BN, ATX, 550W, 80 PLUS Bronze, PFC Ativo, Entrada Bivolt, Preto - 306-7ZP2A22-CE0"
510,"Fonte MSI MAG A600DN, ATX, 600W, 80 PLUS, PFC Ativo, Entrada Bivolt, Preto - 306-7ZP6B22-809"
511,"Fonte MSI MAG A650BN, ATX, 650W, 80 PLUS Bronze, PFC Ativo, Entrada Bivolt, Preto - 306-7ZP2B22-CE0"
512,"Fonte MSI MAG A650GL, ATX, 650W, 80 PLUS Gold, Modular, PFC Ativo, Bivolt, Preto"
513,"Fonte MSI MAG A750GL PCIE5, ATX 3.0, 750W, 80 PLUS Gold, Modular, PFC Ativo, Bivolt, Preto"
514,"Fonte MSI MAG A850GL PCIE5, ATX 3.0, 850W, 80 PLUS Gold, Modular, PCIe 5.0, PFC Ativo, Bivolt, Preto"
515,"Fonte MSI MAG A850GL, ATX, 850W, 80 PLUS Gold, Modular, PFC Ativo, Bivolt, Preto"
516,"Fonte MSI MPG A650GF, 650W, 80 Plus Gold, Modular, PFC Ativo, Bivolt, com Cabo, Preto - 306-7ZP0A22-CE0"
517,"Fonte MSI MPG A750GF, 750W, 80 Plus Gold, Modular, PFC Ativo, Bivolt, Preto - 306-7ZP0B22-CE0"
518,"Fonte MSI MPG A850G PCIE5, 850W, 80 Plus Gold, Modular, PFC Ativo, Bivolt, com Cabo, Preto - 306-7ZP7B12-CE0"
519,"Fonte MSI MPG A850G PCIE5, ATX 3.0, 850W, 80 Plus Gold, Modular, PCIe 5.0, PFC Ativo, Bivolt, com Cabo, Preto - 306-7ZP7B12-CE0"
520,"Fonte MSI MPG A850G PCIE5, ATX 3.0, 850W, 80 Plus Gold, Modular, PCIe 5.0, PFC Ativo, Bivolt, com Cabo, Preto - 306-7ZP7B12-CE0 - EAN: 824142293058"
521,"Fonte MSI MPG A850GF, 850W, 80 Plus Gold, Modular, PFC Ativo, Bivolt, Preto - 306-7ZP0C38-CE0"
522,"Fonte Maximus Real, 650w, Revenger, 80plus"
523,"Fonte Maxprint Rop Black, 230W - 60000091"
524,"Fonte Montech, Ap650, 650w, 80 Plus White, PFC Ativo, Preto"
525,"Fonte Motospeed Hyrax ATX, 500W, 80 Plus Bronze, PFC Ativo, Baixo Ruído, 120mm - HFT500B1"
526,"Fonte Msi 500w, 80 Plus White, Mag, Atx, Bivolt, Pfc Ativo"
527,"Fonte Msi 600w, 80 Plus White, Mag, Atx, Bivolt, Pfc Ativo"
528,"Fonte Msi Mag A600dn, 600W, 80 Plus - 306-7zp6b39-809"
529,"Fonte Mtek Monterey, 500w, 110/220, Branco - mk-500wf"
530,"Fonte Mtek Power Supply, 550w, 80 plus Standard, Não modular, Pfc Ativo, Branca"
531,"Fonte Multi ATX, 230W, Bulk, FAN 80mm"
532,"Fonte Multi, 200W Real, Bivolt Manual - GA039"
533,"Fonte Multi, 200W Real, Bivolt Manual, OEM - GA200BU"
534,"Fonte Multi, 200W, 127V e 220V, Sem Cabo- ga224"
535,"Fonte Multi, 230W Real, Bivolt, Manual - GA230"
536,"Fonte Multi, 350W - GA350"
537,"Fonte Multi, 400W - GA400"
538,"Fonte Mymax ATX, 1000W, 80 Plus Silver, PFC Ativo - MPSU/FP1000"
539,"Fonte Mymax ATX, 200W, 24 Pinos, 2 SATA, Sem Cabo"
540,"Fonte Mymax ATX, 300W Real, Bivolt Manual, Com Cabo, Preto - MPSU/LP300W"
541,"Fonte Mymax ATX, 400W Real, Bivolt Manual, 24 Pinos, Com Cabo"
542,"Fonte Mymax ATX, 500W Real, Bivolt Manual, 24 Pinos, Cabo Incluso"
543,"Fonte Mymax ATX, 500W, 24 Pinos, 2 SATA, High Power"
544,"Fonte Mymax ATX, 500W, 80 Plus Bronze, Semi-Modular, PFC Ativo, Bivolt, Com Cabo, Preta"
545,"Fonte Mymax ATX, 600W, 24 Pinos, 2 SATA, High Power - MPSU/FP600W"
546,"Fonte Mymax Gamer ATX 600W, 80 Plus Bronze, PFC Ativo"
547,"Fonte Mymax, ATX, 600w, Semi Modular, 80 Plus Bronze, PFC Ativo"
548,"Fonte NZXT C Series C650, 650W, 80 Plus Bronze, Semi-Modular, PFC Ativo, Com Cabo De Força - PA-6B1BB-US"
549,"Fonte NZXT C Series, 650W, ATX, 80 Plus Bronze, Semi-Modular, com Cabo, Preto - PA-6B1BB-US"
550,"Fonte NZXT C650 Gold, 650W, 80 Plus Gold, Full Modular, Bivolt - PA-6G1BB-US"
551,"Fonte Neologic Gamer, 500W, 80 Plus Bronze, Com Cabo - NL-500"
552,"Fonte Neologic Gamer, 600w, 80 Plus Bronze, Apfc, Com cabo - Nl-600"
553,"Fonte Nox Hummer X, 500W, 80 Plus Bronze, Semi Modular - NXHUMMERX500WBZ"
554,"Fonte Nox Hummer X, 600W, 80 Plus Bronze, Semi-Modular  - NXHUMMERX600WBZ"
555,"Fonte Nox Hummer X, 650W, 80 Plus Gold, Modular - NXHUMMERX650GD"
556,"Fonte Nox Hummer X, 700W, 80 Plus Bronze, Semi-Modular - NXHUMMERX700WBZ"
557,"Fonte Nox Urano, 500W, PFC Ativo - NXURSX500"
558,"Fonte Nox Urano, 650W, 80 Plus Bronze - NXURVX650BZ"
559,"Fonte Nox Urano, 750W, 80 Plus Bronze - NXURVX750BZ"
560,"Fonte Nox Urano, 850W, 80 Plus Bronze - NXURTX850BZ"
561,"Fonte Nox Urano, 850W, PFC Ativo - NXURTX850"
562,"Fonte OCPC BZ550, 550W, 80 Plus Bronze - OCPSBZ550D"
563,"Fonte OCPC BZ650, 650W, 80 Plus Bronze - OCPSBZ650D"
564,"Fonte OCPC BZ650M, 650W, 80 Plus Bronze, Modular - OCPSBZ650DM"
565,"Fonte OCPC BZ750M, 750W, 80 Plus Bronze, Modular - OCPSBZ750M"
566,"Fonte OCPC GD1000M, 1000W, 80 Plus Gold, Modular - OCPSGD1000M"
567,"Fonte OCPC GD650M, 650W, 80 Plus Gold, Modular - OCPSGD650M"
568,"Fonte OCPC GD750M, 750W, 80 Plus Gold, Modular - OCPSGD750M"
569,"Fonte OCPC WH400, 400W - OCPSWH400D"
570,"Fonte One Power ATX, 500W - MP500W3-I"
571,"Fonte One Power ATX, 500W Real, Bivolt, CPU 4+4 Pinos, EPS 12V V2.3, Box 1247 - MP500W"
572,"Fonte One Power, 200W - MP200W-TFX"
573,"Fonte One Power, 500W, Bivolt - MP500W3-I"
574,"Fonte One Power, 600W, Bivolt - MP600W3-I"
575,"Fonte One Power, 600W, PFC Passivo, Bivolt, Sem Cabo, Preto e Verde - MP600W3-I"
576,"Fonte PCYes Electro V2, 500W, 80 Plus White - ELV2WHPTO500W"
577,"Fonte PCYes Spark 75+, 400W - PXSP400WPT"
578,"Fonte PCYes Spark 75+, 600W - PXSP600WPT"
579,Fonte Para Desktop K-mex Px300cng Px300dng0001k0x De 110/220v C/cabo Energia
580,Fonte Para PC Cooler Master 600w - Mpx-6001-acaab-wo
581,"Fonte Pcfort, 500W, 80 Plus Bronze, Automática Com PFC Ativo"
582,"Fonte Pcyes ATX Electro V2 Series, 500W Real, 80 Plus White"
583,"Fonte Pcyes Electro V2, 550W, 80 Plus Bronze, PFC Ativo"
584,"Fonte Pcyes Electro V2, 600W, 80 Plus White, PFC Ativo, Com Cabo, ATX"
585,"Fonte Pcyes Electro V2, 650W, 80 Plus Bronze, PFC Ativo"
586,"Fonte Pcyes Electro V2, 750W, 80 Plus Bronze, PFC Ativo, Rev.2"
587,"Fonte Pcyes Spark, 400W, 75+, PFC Ativo, Cabos Flat - PXSP400WPT"
588,"Fonte Pcyes TFX, 300W Real, PFC Ativo, Para Gabinete Slim - TFXKP300TB"
589,"Fonte Pcyes TFX, 400W, Real, PFC Ativo, Para Gabinete Slim, Preta"
590,"Fonte Pixxo ATX, 300W Real - PG-300BP"
591,"Fonte Pixxo ATX, 500W, Com Cabo - PGC500"
592,"Fonte Pixxo SFX, 200W Real, RPBG, Cinza - PL200W120512"
593,"Fonte Pixxo SFX, 200W, 20/24 Pinos, Box - PL200WRPBG"
594,"Fonte Pixxo TFX, 200W Real, Cinza - PTFX200"
595,"Fonte Poe Ubiquiti Gigabit  48v-24w, Preto"
596,"Fonte Power Station ATX, 500W, Bivolt, Preto - PS-500"
597,"Fonte Power X, ATX , 230W Real, Com Cabo, Com Caixa - PX230"
598,"Fonte PowerX 230W, com Cabo - PX230"
599,"Fonte PowerX 500W, com Cabo - PX500"
600,"Fonte Psu-200, 200w, 20/24p, 2 Sata - OEM"
601,"Fonte Raidmax Cobra 80Plus Gold, 800W - RX-800AE-M"
602,"Fonte Raidmax Cobra, 600W, 80 Plus Gold, Modular - RX-600AE-M"
603,"Fonte Raidmax Vortex ARGB, 500W, 80 Plus Bronze - RX-500AF-VR"
604,"Fonte Raidmax Vortex, 500W, 80 Plus Bronze - RX-500AF-V"
605,"Fonte Raidmax Vortex, 700W, 80 Plus Bronze - RX-700AC-V"
606,"Fonte Raidmax XT, 400W - RX-400XT"
607,"Fonte Raidmax XT, 500W - RX-500XT"
608,"Fonte Raptor, 500W, 80 Plus Bronze - FT251BRA"
609,"Fonte Real ATX, Storm-z,650w, Automática, Cooler, Amarelo"
610,"Fonte Redragon RGPS, 400W, 80 Plus White, PFC Ativo - GC-PS012"
611,"Fonte Redragon RGPS, 500W, 80 Plus Bronze - GC-PS001-1"
612,"Fonte Redragon RGPS, 600W,  80 Plus Bronze - GC-PS002-1"
613,"Fonte Redragon RGPS, 600W, 80 Plus Bronze, Modular - GC-PS003-1"
